order_id,date,time,Order duration
2144,05/02/2015,17:48:08,00:03:16
2145,05/02/2015,17:57:12,00:09:04
2146,05/02/2015,18:04:19,00:07:07
2147,05/02/2015,18:11:25,00:07:06
2148,05/02/2015,18:15:37,00:04:12
2149,05/02/2015,18:19:51,00:04:14
2150,05/02/2015,18:22:25,00:02:34
2151,05/02/2015,18:22:28,00:00:03
2152,05/02/2015,18:35:11,00:12:43
2153,05/02/2015,18:38:01,00:02:50
2154,05/02/2015,18:55:27,00:17:26
2155,05/02/2015,18:59:56,00:04:29
2156,05/02/2015,19:29:29,00:29:33
2157,05/02/2015,19:39:29,00:10:00
2158,05/02/2015,19:49:47,00:10:18
2159,05/02/2015,19:55:12,00:05:25
2160,05/02/2015,20:01:50,00:06:38
2161,05/02/2015,20:10:24,00:08:34
2162,05/02/2015,20:15:06,00:04:42
2163,05/02/2015,20:18:08,00:03:02
2164,05/02/2015,20:23:49,00:05:41
2165,05/02/2015,20:29:51,00:06:02
2166,05/02/2015,20:41:36,00:11:45
2167,05/02/2015,20:56:14,00:14:38
2168,05/02/2015,20:59:08,00:02:54
2169,05/02/2015,21:23:02,00:23:54
2170,05/02/2015,21:34:23,00:11:21
2171,05/02/2015,21:48:24,00:14:01
2172,05/02/2015,21:51:44,00:03:20
2173,05/02/2015,21:56:42,00:04:58
2174,05/02/2015,22:00:17,00:03:35
2175,06/02/2015,11:16:08,###############################################################################################################################################################################################################################################################
2176,06/02/2015,11:18:53,00:02:45
2177,06/02/2015,11:25:48,00:06:55
2178,06/02/2015,11:32:25,00:06:37
2179,06/02/2015,11:54:09,00:21:44
2180,06/02/2015,11:59:14,00:05:05
2181,06/02/2015,12:06:15,00:07:01
2182,06/02/2015,12:22:30,00:16:15
2183,06/02/2015,12:25:17,00:02:47
2184,06/02/2015,12:40:25,00:15:08
2185,06/02/2015,12:54:25,00:14:00
2186,06/02/2015,13:03:16,00:08:51
2187,06/02/2015,13:10:13,00:06:57
2188,06/02/2015,13:13:33,00:03:20
2189,06/02/2015,13:14:59,00:01:26
2190,06/02/2015,13:19:45,00:04:46
2191,06/02/2015,13:19:59,00:00:14
2192,06/02/2015,13:20:41,00:00:42
2193,06/02/2015,13:21:21,00:00:40
2194,06/02/2015,13:22:11,00:00:50
2195,06/02/2015,13:39:29,00:17:18
2196,06/02/2015,13:45:32,00:06:03
2197,06/02/2015,14:01:18,00:15:46
2198,06/02/2015,14:13:09,00:11:51
2199,06/02/2015,14:36:06,00:22:57
2200,06/02/2015,15:21:45,00:45:39
2201,06/02/2015,15:24:02,00:02:17
2202,06/02/2015,15:31:14,00:07:12
2203,06/02/2015,16:11:41,00:40:27
2204,06/02/2015,16:28:46,00:17:05
2205,06/02/2015,16:39:28,00:10:42
2206,06/02/2015,16:59:29,00:20:01
2207,06/02/2015,17:00:57,00:01:28
2208,06/02/2015,17:10:44,00:09:47
2209,06/02/2015,17:11:37,00:00:53
2210,06/02/2015,17:24:07,00:12:30
2211,06/02/2015,17:30:36,00:06:29
2212,06/02/2015,17:52:48,00:22:12
2213,06/02/2015,17:53:26,00:00:38
2214,06/02/2015,17:57:31,00:04:05
2215,06/02/2015,18:07:53,00:10:22
2216,06/02/2015,18:10:26,00:02:33
2217,06/02/2015,18:21:44,00:11:18
2218,06/02/2015,18:29:00,00:07:16
2219,06/02/2015,18:41:54,00:12:54
2220,06/02/2015,18:46:32,00:04:38
2221,06/02/2015,18:47:16,00:00:44
2222,06/02/2015,18:51:55,00:04:39
2223,06/02/2015,19:02:30,00:10:35
2224,06/02/2015,19:02:49,00:00:19
2225,06/02/2015,19:23:26,00:20:37
2226,06/02/2015,19:29:57,00:06:31
2227,06/02/2015,19:43:48,00:13:51
2228,06/02/2015,20:04:33,00:20:45
2229,06/02/2015,20:16:54,00:12:21
2230,06/02/2015,20:41:12,00:24:18
2231,06/02/2015,20:42:58,00:01:46
2232,06/02/2015,20:50:02,00:07:04
2233,06/02/2015,21:07:01,00:16:59
2234,06/02/2015,21:17:17,00:10:16
2235,06/02/2015,21:26:37,00:09:20
2236,06/02/2015,21:32:03,00:05:26
2237,06/02/2015,21:37:09,00:05:06
2238,06/02/2015,21:38:28,00:01:19
2239,06/02/2015,22:09:09,00:30:41
2240,06/02/2015,22:22:17,00:13:08
2241,07/02/2015,11:40:43,###############################################################################################################################################################################################################################################################
2242,07/02/2015,11:57:32,00:16:49
2243,07/02/2015,12:22:59,00:25:27
2244,07/02/2015,12:24:36,00:01:37
2245,07/02/2015,12:30:31,00:05:55
2246,07/02/2015,12:52:30,00:21:59
2247,07/02/2015,13:15:55,00:23:25
2248,07/02/2015,13:22:06,00:06:11
2249,07/02/2015,13:24:15,00:02:09
2250,07/02/2015,13:31:14,00:06:59
2251,07/02/2015,13:58:00,00:26:46
2252,07/02/2015,14:32:17,00:34:17
2253,07/02/2015,14:54:01,00:21:44
2254,07/02/2015,15:00:58,00:06:57
2255,07/02/2015,15:15:54,00:14:56
2256,07/02/2015,15:22:04,00:06:10
2257,07/02/2015,15:28:55,00:06:51
2258,07/02/2015,15:34:05,00:05:10
2259,07/02/2015,15:41:25,00:07:20
2260,07/02/2015,15:43:28,00:02:03
2261,07/02/2015,15:48:00,00:04:32
2262,07/02/2015,16:36:54,00:48:54
2263,07/02/2015,16:42:45,00:05:51
2264,07/02/2015,16:46:03,00:03:18
2265,07/02/2015,17:05:42,00:19:39
2266,07/02/2015,17:20:38,00:14:56
2267,07/02/2015,17:22:30,00:01:52
2268,07/02/2015,17:27:05,00:04:35
2269,07/02/2015,17:40:20,00:13:15
2270,07/02/2015,17:57:15,00:16:55
2271,07/02/2015,18:09:56,00:12:41
2272,07/02/2015,18:17:46,00:07:50
2273,07/02/2015,18:31:29,00:13:43
2274,07/02/2015,18:35:51,00:04:22
2275,07/02/2015,18:42:49,00:06:58
2276,07/02/2015,18:44:16,00:01:27
2277,07/02/2015,18:53:49,00:09:33
2278,07/02/2015,19:02:51,00:09:02
2279,07/02/2015,19:13:49,00:10:58
2280,07/02/2015,19:14:00,00:00:11
2281,07/02/2015,19:15:58,00:01:58
2282,07/02/2015,19:33:21,00:17:23
2283,07/02/2015,19:34:04,00:00:43
2284,07/02/2015,19:35:53,00:01:49
2285,07/02/2015,19:38:29,00:02:36
2286,07/02/2015,19:42:45,00:04:16
2287,07/02/2015,20:13:16,00:30:31
2288,07/02/2015,20:20:41,00:07:25
2289,07/02/2015,20:29:43,00:09:02
2290,07/02/2015,20:47:23,00:17:40
2291,07/02/2015,20:55:05,00:07:42
2292,07/02/2015,20:57:53,00:02:48
2293,07/02/2015,21:14:52,00:16:59
2294,07/02/2015,21:16:09,00:01:17
2295,07/02/2015,21:21:53,00:05:44
2296,07/02/2015,21:24:01,00:02:08
2297,07/02/2015,21:35:12,00:11:11
2298,07/02/2015,21:40:33,00:05:21
2299,07/02/2015,21:55:00,00:14:27
2300,07/02/2015,21:59:07,00:04:07
2301,07/02/2015,22:10:57,00:11:50
2302,08/02/2015,11:46:15,###############################################################################################################################################################################################################################################################
2303,08/02/2015,12:10:20,00:24:05
2304,08/02/2015,12:22:04,00:11:44
2305,08/02/2015,12:27:40,00:05:36
2306,08/02/2015,12:45:27,00:17:47
2307,08/02/2015,12:51:06,00:05:39
2308,08/02/2015,13:03:37,00:12:31
2309,08/02/2015,13:06:36,00:02:59
2310,08/02/2015,13:38:04,00:31:28
2311,08/02/2015,13:38:52,00:00:48
2312,08/02/2015,14:10:27,00:31:35
2313,08/02/2015,14:12:59,00:02:32
2314,08/02/2015,14:25:11,00:12:12
2315,08/02/2015,14:33:52,00:08:41
2316,08/02/2015,14:37:47,00:03:55
2317,08/02/2015,14:49:35,00:11:48
2318,08/02/2015,15:00:00,00:10:25
2319,08/02/2015,15:10:49,00:10:49
2320,08/02/2015,15:27:41,00:16:52
2321,08/02/2015,15:33:33,00:05:52
2322,08/02/2015,15:46:13,00:12:40
2323,08/02/2015,16:07:18,00:21:05
2324,08/02/2015,16:16:21,00:09:03
2325,08/02/2015,16:28:32,00:12:11
2326,08/02/2015,16:28:40,00:00:08
2327,08/02/2015,16:58:21,00:29:41
2328,08/02/2015,17:02:47,00:04:26
2329,08/02/2015,17:19:00,00:16:13
2330,08/02/2015,17:19:54,00:00:54
2331,08/02/2015,17:20:08,00:00:14
2332,08/02/2015,17:53:01,00:32:53
2333,08/02/2015,18:02:00,00:08:59
2334,08/02/2015,18:06:04,00:04:04
2335,08/02/2015,18:20:27,00:14:23
2336,08/02/2015,18:24:31,00:04:04
2337,08/02/2015,18:50:18,00:25:47
2338,08/02/2015,18:51:54,00:01:36
2339,08/02/2015,18:54:41,00:02:47
2340,08/02/2015,18:59:56,00:05:15
2341,08/02/2015,19:07:53,00:07:57
2342,08/02/2015,19:12:49,00:04:56
2343,08/02/2015,19:20:14,00:07:25
2344,08/02/2015,20:20:37,01:00:23
2345,08/02/2015,20:20:51,00:00:14
2346,08/02/2015,20:25:39,00:04:48
2347,08/02/2015,20:28:32,00:02:53
2348,08/02/2015,20:58:36,00:30:04
2349,08/02/2015,20:59:06,00:00:30
2350,08/02/2015,21:21:37,00:22:31
2351,08/02/2015,21:52:14,00:30:37
2352,08/02/2015,22:21:27,00:29:13
2353,08/02/2015,22:23:41,00:02:14
2354,08/02/2015,22:36:28,00:12:47
2355,09/02/2015,11:26:25,###############################################################################################################################################################################################################################################################
2356,09/02/2015,11:31:10,00:04:45
2357,09/02/2015,11:44:49,00:13:39
2358,09/02/2015,12:13:41,00:28:52
2359,09/02/2015,12:16:09,00:02:28
2360,09/02/2015,12:19:47,00:03:38
2361,09/02/2015,12:23:58,00:04:11
2362,09/02/2015,12:30:05,00:06:07
2363,09/02/2015,12:35:50,00:05:45
2364,09/02/2015,12:52:36,00:16:46
2365,09/02/2015,13:02:33,00:09:57
2366,09/02/2015,13:07:01,00:04:28
2367,09/02/2015,13:08:29,00:01:28
2368,09/02/2015,13:35:05,00:26:36
2369,09/02/2015,14:00:19,00:25:14
2370,09/02/2015,14:00:23,00:00:04
2371,09/02/2015,14:00:40,00:00:17
2372,09/02/2015,14:04:34,00:03:54
2373,09/02/2015,14:29:17,00:24:43
2374,09/02/2015,14:35:54,00:06:37
2375,09/02/2015,15:14:42,00:38:48
2376,09/02/2015,15:25:59,00:11:17
2377,09/02/2015,15:26:16,00:00:17
2378,09/02/2015,16:05:30,00:39:14
2379,09/02/2015,16:18:14,00:12:44
2380,09/02/2015,16:22:26,00:04:12
2381,09/02/2015,16:49:40,00:27:14
2382,09/02/2015,17:09:34,00:19:54
2383,09/02/2015,17:12:03,00:02:29
2384,09/02/2015,17:17:07,00:05:04
2385,09/02/2015,17:23:46,00:06:39
2386,09/02/2015,17:36:17,00:12:31
2387,09/02/2015,17:38:39,00:02:22
2388,09/02/2015,17:46:35,00:07:56
2389,09/02/2015,17:57:51,00:11:16
2390,09/02/2015,18:02:29,00:04:38
2391,09/02/2015,18:05:26,00:02:57
2392,09/02/2015,18:05:44,00:00:18
2393,09/02/2015,18:06:54,00:01:10
2394,09/02/2015,18:14:43,00:07:49
2395,09/02/2015,18:33:38,00:18:55
2396,09/02/2015,18:34:07,00:00:29
2397,09/02/2015,18:35:19,00:01:12
2398,09/02/2015,18:53:44,00:18:25
2399,09/02/2015,19:00:56,00:07:12
2400,09/02/2015,19:30:28,00:29:32
2401,09/02/2015,19:33:50,00:03:22
2402,09/02/2015,19:38:23,00:04:33
2403,09/02/2015,19:54:24,00:16:01
2404,09/02/2015,20:09:44,00:15:20
2405,09/02/2015,20:38:13,00:28:29
2406,09/02/2015,21:08:21,00:30:08
2407,09/02/2015,21:51:59,00:43:38
2408,09/02/2015,22:01:04,00:09:05
2409,10/02/2015,11:28:16,###############################################################################################################################################################################################################################################################
2410,10/02/2015,11:43:09,00:14:53
2411,10/02/2015,11:53:29,00:10:20
2412,10/02/2015,12:09:03,00:15:34
2413,10/02/2015,12:10:19,00:01:16
2414,10/02/2015,12:10:37,00:00:18
2415,10/02/2015,12:34:39,00:24:02
2416,10/02/2015,12:37:42,00:03:03
2417,10/02/2015,12:38:36,00:00:54
2418,10/02/2015,12:40:03,00:01:27
2419,10/02/2015,12:41:17,00:01:14
2420,10/02/2015,12:43:17,00:02:00
2421,10/02/2015,12:48:04,00:04:47
2422,10/02/2015,12:58:32,00:10:28
2423,10/02/2015,13:04:06,00:05:34
2424,10/02/2015,13:04:23,00:00:17
2425,10/02/2015,13:17:12,00:12:49
2426,10/02/2015,13:37:25,00:20:13
2427,10/02/2015,13:42:50,00:05:25
2428,10/02/2015,13:45:23,00:02:33
2429,10/02/2015,13:49:59,00:04:36
2430,10/02/2015,13:54:52,00:04:53
2431,10/02/2015,14:06:28,00:11:36
2432,10/02/2015,14:11:49,00:05:21
2433,10/02/2015,14:23:45,00:11:56
2434,10/02/2015,14:25:40,00:01:55
2435,10/02/2015,14:28:48,00:03:08
2436,10/02/2015,14:58:42,00:29:54
2437,10/02/2015,15:01:08,00:02:26
2438,10/02/2015,15:31:30,00:30:22
2439,10/02/2015,16:43:26,01:11:56
2440,10/02/2015,16:43:55,00:00:29
2441,10/02/2015,16:49:23,00:05:28
2442,10/02/2015,16:49:38,00:00:15
2443,10/02/2015,16:54:05,00:04:27
2444,10/02/2015,17:02:57,00:08:52
2445,10/02/2015,17:10:46,00:07:49
2446,10/02/2015,17:19:06,00:08:20
2447,10/02/2015,17:20:30,00:01:24
2448,10/02/2015,17:26:11,00:05:41
2449,10/02/2015,17:51:44,00:25:33
2450,10/02/2015,17:55:50,00:04:06
2451,10/02/2015,17:58:53,00:03:03
2452,10/02/2015,18:09:01,00:10:08
2453,10/02/2015,18:51:01,00:42:00
2454,10/02/2015,19:00:37,00:09:36
2455,10/02/2015,19:07:28,00:06:51
2456,10/02/2015,19:19:00,00:11:32
2457,10/02/2015,20:01:34,00:42:34
2458,10/02/2015,20:09:17,00:07:43
2459,10/02/2015,20:12:30,00:03:13
2460,10/02/2015,20:13:13,00:00:43
2461,10/02/2015,20:14:23,00:01:10
2462,10/02/2015,20:18:10,00:03:47
2463,10/02/2015,20:20:20,00:02:10
2464,10/02/2015,20:20:24,00:00:04
2465,10/02/2015,20:33:37,00:13:13
2466,10/02/2015,21:11:59,00:38:22
2467,10/02/2015,21:35:04,00:23:05
2468,11/02/2015,11:44:12,###############################################################################################################################################################################################################################################################
2469,11/02/2015,11:44:58,00:00:46
2470,11/02/2015,11:46:05,00:01:07
2471,11/02/2015,11:48:07,00:02:02
2472,11/02/2015,11:53:20,00:05:13
2473,11/02/2015,12:00:54,00:07:34
2474,11/02/2015,12:02:54,00:02:00
2475,11/02/2015,12:08:37,00:05:43
2476,11/02/2015,12:11:27,00:02:50
2477,11/02/2015,12:20:06,00:08:39
2478,11/02/2015,12:27:39,00:07:33
2479,11/02/2015,12:35:27,00:07:48
2480,11/02/2015,12:42:27,00:07:00
2481,11/02/2015,12:54:36,00:12:09
2482,11/02/2015,12:55:29,00:00:53
2483,11/02/2015,12:56:55,00:01:26
2484,11/02/2015,13:14:20,00:17:25
2485,11/02/2015,13:22:08,00:07:48
2486,11/02/2015,13:30:45,00:08:37
2487,11/02/2015,13:34:18,00:03:33
2488,11/02/2015,13:43:20,00:09:02
2489,11/02/2015,13:52:56,00:09:36
2490,11/02/2015,13:58:36,00:05:40
2491,11/02/2015,14:00:00,00:01:24
2492,11/02/2015,14:20:32,00:20:32
2493,11/02/2015,14:40:54,00:20:22
2494,11/02/2015,14:41:21,00:00:27
2495,11/02/2015,14:50:55,00:09:34
2496,11/02/2015,15:02:30,00:11:35
2497,11/02/2015,15:12:46,00:10:16
2498,11/02/2015,15:23:21,00:10:35
2499,11/02/2015,16:34:30,01:11:09
2500,11/02/2015,17:00:13,00:25:43
2501,11/02/2015,17:00:41,00:00:28
2502,11/02/2015,17:08:01,00:07:20
2503,11/02/2015,17:08:24,00:00:23
2504,11/02/2015,17:12:25,00:04:01
2505,11/02/2015,17:22:02,00:09:37
2506,11/02/2015,17:44:46,00:22:44
2507,11/02/2015,17:47:02,00:02:16
2508,11/02/2015,17:47:30,00:00:28
2509,11/02/2015,17:49:56,00:02:26
2510,11/02/2015,17:53:00,00:03:04
2511,11/02/2015,18:00:12,00:07:12
2512,11/02/2015,18:02:54,00:02:42
2513,11/02/2015,18:21:25,00:18:31
2514,11/02/2015,18:25:46,00:04:21
2515,11/02/2015,18:46:12,00:20:26
2516,11/02/2015,18:50:33,00:04:21
2517,11/02/2015,18:56:35,00:06:02
2518,11/02/2015,19:02:19,00:05:44
2519,11/02/2015,19:04:08,00:01:49
2520,11/02/2015,19:06:07,00:01:59
2521,11/02/2015,19:11:58,00:05:51
2522,11/02/2015,19:25:46,00:13:48
2523,11/02/2015,19:30:16,00:04:30
2524,11/02/2015,19:31:47,00:01:31
2525,11/02/2015,19:32:54,00:01:07
2526,11/02/2015,19:36:30,00:03:36
2527,11/02/2015,19:53:46,00:17:16
2528,11/02/2015,19:54:40,00:00:54
2529,11/02/2015,20:06:11,00:11:31
2530,11/02/2015,20:11:26,00:05:15
2531,11/02/2015,20:22:03,00:10:37
2532,11/02/2015,20:33:15,00:11:12
2533,11/02/2015,21:34:53,01:01:38
2534,11/02/2015,21:44:25,00:09:32
2535,11/02/2015,21:45:46,00:01:21
2536,11/02/2015,21:52:14,00:06:28
2537,12/02/2015,11:17:06,###############################################################################################################################################################################################################################################################
2538,12/02/2015,11:37:34,00:20:28
2539,12/02/2015,11:38:35,00:01:01
2540,12/02/2015,11:48:50,00:10:15
2541,12/02/2015,11:54:44,00:05:54
2542,12/02/2015,11:57:08,00:02:24
2543,12/02/2015,12:00:00,00:02:52
2544,12/02/2015,12:03:27,00:03:27
2545,12/02/2015,12:12:17,00:08:50
2546,12/02/2015,12:41:02,00:28:45
2547,12/02/2015,12:45:49,00:04:47
2548,12/02/2015,12:48:03,00:02:14
2549,12/02/2015,13:06:59,00:18:56
2550,12/02/2015,13:18:54,00:11:55
2551,12/02/2015,13:28:21,00:09:27
2552,12/02/2015,13:47:03,00:18:42
2553,12/02/2015,13:47:07,00:00:04
2554,12/02/2015,13:53:40,00:06:33
2555,12/02/2015,14:00:00,00:06:20
2556,12/02/2015,14:00:38,00:00:38
2557,12/02/2015,14:09:47,00:09:09
2558,12/02/2015,14:20:14,00:10:27
2559,12/02/2015,14:22:23,00:02:09
2560,12/02/2015,14:27:16,00:04:53
2561,12/02/2015,14:28:55,00:01:39
2562,12/02/2015,14:30:22,00:01:27
2563,12/02/2015,14:43:38,00:13:16
2564,12/02/2015,14:53:19,00:09:41
2565,12/02/2015,15:04:49,00:11:30
2566,12/02/2015,15:25:11,00:20:22
2567,12/02/2015,15:38:37,00:13:26
2568,12/02/2015,15:53:33,00:14:56
2569,12/02/2015,15:53:59,00:00:26
2570,12/02/2015,15:54:49,00:00:50
2571,12/02/2015,15:58:47,00:03:58
2572,12/02/2015,16:04:07,00:05:20
2573,12/02/2015,16:10:39,00:06:32
2574,12/02/2015,16:22:32,00:11:53
2575,12/02/2015,16:30:57,00:08:25
2576,12/02/2015,16:58:29,00:27:32
2577,12/02/2015,17:21:15,00:22:46
2578,12/02/2015,17:36:09,00:14:54
2579,12/02/2015,17:38:32,00:02:23
2580,12/02/2015,17:42:00,00:03:28
2581,12/02/2015,17:56:55,00:14:55
2582,12/02/2015,17:59:55,00:03:00
2583,12/02/2015,18:14:11,00:14:16
2584,12/02/2015,18:25:21,00:11:10
2585,12/02/2015,18:27:56,00:02:35
2586,12/02/2015,19:04:06,00:36:10
2587,12/02/2015,19:09:56,00:05:50
2588,12/02/2015,20:01:13,00:51:17
2589,12/02/2015,20:14:33,00:13:20
2590,12/02/2015,20:25:21,00:10:48
2591,12/02/2015,20:39:09,00:13:48
2592,12/02/2015,21:43:21,01:04:12
2593,12/02/2015,22:02:05,00:18:44
2594,12/02/2015,22:54:43,00:52:38
2595,13/02/2015,11:25:30,###############################################################################################################################################################################################################################################################
2596,13/02/2015,11:27:46,00:02:16
2597,13/02/2015,11:31:11,00:03:25
2598,13/02/2015,11:37:51,00:06:40
2599,13/02/2015,11:52:09,00:14:18
2600,13/02/2015,11:53:11,00:01:02
2601,13/02/2015,12:03:27,00:10:16
2602,13/02/2015,12:10:01,00:06:34
2603,13/02/2015,12:22:43,00:12:42
2604,13/02/2015,12:33:36,00:10:53
2605,13/02/2015,12:46:15,00:12:39
2606,13/02/2015,12:56:00,00:09:45
2607,13/02/2015,13:00:12,00:04:12
2608,13/02/2015,13:11:19,00:11:07
2609,13/02/2015,13:12:42,00:01:23
2610,13/02/2015,13:17:50,00:05:08
2611,13/02/2015,13:22:38,00:04:48
2612,13/02/2015,13:43:11,00:20:33
2613,13/02/2015,13:46:46,00:03:35
2614,13/02/2015,13:52:26,00:05:40
2615,13/02/2015,13:54:55,00:02:29
2616,13/02/2015,13:59:40,00:04:45
2617,13/02/2015,14:38:42,00:39:02
2618,13/02/2015,14:46:51,00:08:09
2619,13/02/2015,14:53:46,00:06:55
2620,13/02/2015,15:00:24,00:06:38
2621,13/02/2015,15:34:03,00:33:39
2622,13/02/2015,16:06:27,00:32:24
2623,13/02/2015,16:08:36,00:02:09
2624,13/02/2015,16:21:18,00:12:42
2625,13/02/2015,16:23:52,00:02:34
2626,13/02/2015,16:49:57,00:26:05
2627,13/02/2015,16:50:09,00:00:12
2628,13/02/2015,16:57:02,00:06:53
2629,13/02/2015,17:07:10,00:10:08
2630,13/02/2015,17:15:17,00:08:07
2631,13/02/2015,17:19:26,00:04:09
2632,13/02/2015,17:24:48,00:05:22
2633,13/02/2015,17:37:46,00:12:58
2634,13/02/2015,18:01:27,00:23:41
2635,13/02/2015,18:09:55,00:08:28
2636,13/02/2015,18:10:11,00:00:16
2637,13/02/2015,18:17:35,00:07:24
2638,13/02/2015,18:27:27,00:09:52
2639,13/02/2015,18:38:55,00:11:28
2640,13/02/2015,19:21:23,00:42:28
2641,13/02/2015,19:52:22,00:30:59
2642,13/02/2015,20:02:53,00:10:31
2643,13/02/2015,20:08:34,00:05:41
2644,13/02/2015,20:22:27,00:13:53
2645,13/02/2015,20:26:18,00:03:51
2646,13/02/2015,20:29:23,00:03:05
2647,13/02/2015,20:45:14,00:15:51
2648,13/02/2015,20:48:10,00:02:56
2649,13/02/2015,20:52:50,00:04:40
2650,13/02/2015,20:55:07,00:02:17
2651,13/02/2015,20:59:54,00:04:47
2652,13/02/2015,21:00:56,00:01:02
2653,13/02/2015,21:03:23,00:02:27
2654,13/02/2015,21:05:06,00:01:43
2655,13/02/2015,21:34:36,00:29:30
2656,13/02/2015,21:36:02,00:01:26
2657,13/02/2015,21:46:22,00:10:20
2658,13/02/2015,21:59:50,00:13:28
2659,13/02/2015,22:00:43,00:00:53
2660,13/02/2015,22:02:38,00:01:55
2661,13/02/2015,22:09:27,00:06:49
2662,13/02/2015,22:22:32,00:13:05
2663,13/02/2015,22:24:52,00:02:20
2664,13/02/2015,22:38:02,00:13:10
2665,13/02/2015,22:41:26,00:03:24
2666,14/02/2015,11:48:35,###############################################################################################################################################################################################################################################################
2667,14/02/2015,12:10:23,00:21:48
2668,14/02/2015,12:22:58,00:12:35
2669,14/02/2015,12:42:49,00:19:51
2670,14/02/2015,13:13:51,00:31:02
2671,14/02/2015,13:17:44,00:03:53
2672,14/02/2015,14:05:30,00:47:46
2673,14/02/2015,14:07:03,00:01:33
2674,14/02/2015,14:15:01,00:07:58
2675,14/02/2015,14:41:49,00:26:48
2676,14/02/2015,15:17:34,00:35:45
2677,14/02/2015,15:27:42,00:10:08
2678,14/02/2015,15:47:53,00:20:11
2679,14/02/2015,16:01:35,00:13:42
2680,14/02/2015,16:10:21,00:08:46
2681,14/02/2015,16:39:19,00:28:58
2682,14/02/2015,16:40:26,00:01:07
2683,14/02/2015,16:56:35,00:16:09
2684,14/02/2015,17:02:18,00:05:43
2685,14/02/2015,17:15:58,00:13:40
2686,14/02/2015,17:23:06,00:07:08
2687,14/02/2015,17:31:20,00:08:14
2688,14/02/2015,17:43:28,00:12:08
2689,14/02/2015,17:48:59,00:05:31
2690,14/02/2015,17:49:26,00:00:27
2691,14/02/2015,17:52:15,00:02:49
2692,14/02/2015,17:55:07,00:02:52
2693,14/02/2015,18:01:21,00:06:14
2694,14/02/2015,18:10:04,00:08:43
2695,14/02/2015,18:15:16,00:05:12
2696,14/02/2015,18:32:58,00:17:42
2697,14/02/2015,18:43:18,00:10:20
2698,14/02/2015,18:43:20,00:00:02
2699,14/02/2015,18:44:17,00:00:57
2700,14/02/2015,18:47:34,00:03:17
2701,14/02/2015,18:53:37,00:06:03
2702,14/02/2015,18:54:29,00:00:52
2703,14/02/2015,19:11:09,00:16:40
2704,14/02/2015,19:11:21,00:00:12
2705,14/02/2015,19:34:31,00:23:10
2706,14/02/2015,19:35:44,00:01:13
2707,14/02/2015,19:35:46,00:00:02
2708,14/02/2015,19:40:04,00:04:18
2709,14/02/2015,19:44:58,00:04:54
2710,14/02/2015,20:00:00,00:15:02
2711,14/02/2015,20:00:33,00:00:33
2712,14/02/2015,20:52:05,00:51:32
2713,14/02/2015,21:08:21,00:16:16
2714,14/02/2015,21:22:31,00:14:10
2715,14/02/2015,21:31:51,00:09:20
2716,14/02/2015,21:33:46,00:01:55
2717,14/02/2015,21:58:09,00:24:23
2718,14/02/2015,22:16:39,00:18:30
2719,14/02/2015,22:22:46,00:06:07
2720,14/02/2015,22:29:54,00:07:08
2721,14/02/2015,22:29:57,00:00:03
2722,14/02/2015,22:52:37,00:22:40
2723,15/02/2015,11:35:24,###############################################################################################################################################################################################################################################################
2724,15/02/2015,11:48:59,00:13:35
2725,15/02/2015,11:52:00,00:03:01
2726,15/02/2015,11:54:55,00:02:55
2727,15/02/2015,11:56:33,00:01:38
2728,15/02/2015,12:12:02,00:15:29
2729,15/02/2015,13:29:30,01:17:28
2730,15/02/2015,13:53:02,00:23:32
2731,15/02/2015,13:54:31,00:01:29
2732,15/02/2015,14:16:54,00:22:23
2733,15/02/2015,14:40:34,00:23:40
2734,15/02/2015,14:51:01,00:10:27
2735,15/02/2015,14:53:31,00:02:30
2736,15/02/2015,15:11:36,00:18:05
2737,15/02/2015,15:19:05,00:07:29
2738,15/02/2015,15:57:57,00:38:52
2739,15/02/2015,16:29:16,00:31:19
2740,15/02/2015,16:32:41,00:03:25
2741,15/02/2015,16:39:02,00:06:21
2742,15/02/2015,16:51:56,00:12:54
2743,15/02/2015,16:54:36,00:02:40
2744,15/02/2015,17:01:46,00:07:10
2745,15/02/2015,17:07:31,00:05:45
2746,15/02/2015,17:10:49,00:03:18
2747,15/02/2015,17:16:27,00:05:38
2748,15/02/2015,17:21:12,00:04:45
2749,15/02/2015,17:21:37,00:00:25
2750,15/02/2015,17:26:04,00:04:27
2751,15/02/2015,17:28:16,00:02:12
2752,15/02/2015,17:29:20,00:01:04
2753,15/02/2015,17:34:35,00:05:15
2754,15/02/2015,17:42:41,00:08:06
2755,15/02/2015,17:49:17,00:06:36
2756,15/02/2015,17:50:18,00:01:01
2757,15/02/2015,17:51:40,00:01:22
2758,15/02/2015,17:58:47,00:07:07
2759,15/02/2015,18:04:36,00:05:49
2760,15/02/2015,18:50:04,00:45:28
2761,15/02/2015,18:50:06,00:00:02
2762,15/02/2015,18:54:43,00:04:37
2763,15/02/2015,18:58:26,00:03:43
2764,15/02/2015,19:16:07,00:17:41
2765,15/02/2015,19:28:59,00:12:52
2766,15/02/2015,19:30:07,00:01:08
2767,15/02/2015,19:45:33,00:15:26
2768,15/02/2015,19:59:22,00:13:49
2769,15/02/2015,20:14:22,00:15:00
2770,15/02/2015,20:41:38,00:27:16
2771,15/02/2015,20:54:46,00:13:08
2772,15/02/2015,21:02:21,00:07:35
2773,15/02/2015,21:02:35,00:00:14
